id,Geographic Area ame,Estimate_Households_Mean_income
8600000US15945,ZCTA5 15945,51472
8600000US15946,ZCTA5 15946,62240
8600000US15948,ZCTA5 15948,54728
8600000US15949,ZCTA5 15949,56679
8600000US15951,ZCTA5 15951,56232
8600000US15952,ZCTA5 15952,62796
8600000US15953,ZCTA5 15953,42149
8600000US15954,ZCTA5 15954,52786
8600000US15955,ZCTA5 15955,59083
8600000US15956,ZCTA5 15956,55053
8600000US15957,ZCTA5 15957,69055
8600000US15958,ZCTA5 15958,71959
8600000US15960,ZCTA5 15960,48472
8600000US15961,ZCTA5 15961,63365
8600000US15962,ZCTA5 15962,67436
8600000US15963,ZCTA5 15963,61784
8600000US16001,ZCTA5 16001,67044
8600000US16002,ZCTA5 16002,83048
8600000US16020,ZCTA5 16020,65770
8600000US16022,ZCTA5 16022,54535
8600000US16023,ZCTA5 16023,59437
8600000US16024,ZCTA5 16024,72098
8600000US16025,ZCTA5 16025,86764
8600000US16027,ZCTA5 16027,77990
8600000US16028,ZCTA5 16028,56736
8600000US16029,ZCTA5 16029,61381
8600000US16030,ZCTA5 16030,56382
8600000US16033,ZCTA5 16033,78651
8600000US16034,ZCTA5 16034,74979
8600000US16035,ZCTA5 16035,83335
8600000US16036,ZCTA5 16036,54369
8600000US16037,ZCTA5 16037,93991
8600000US16038,ZCTA5 16038,76287
8600000US16040,ZCTA5 16040,64321
8600000US16041,ZCTA5 16041,56690
8600000US16045,ZCTA5 16045,60358
8600000US16046,ZCTA5 16046,151130
8600000US16048,ZCTA5 16048,64740
8600000US16049,ZCTA5 16049,63809
8600000US16050,ZCTA5 16050,64604
8600000US16051,ZCTA5 16051,63370
8600000US16052,ZCTA5 16052,70712
8600000US16053,ZCTA5 16053,95188
8600000US16054,ZCTA5 16054,49526
8600000US16055,ZCTA5 16055,96191
8600000US16056,ZCTA5 16056,75885
8600000US16057,ZCTA5 16057,62190
8600000US16059,ZCTA5 16059,98597
8600000US16061,ZCTA5 16061,68452
8600000US16063,ZCTA5 16063,75868
8600000US16066,ZCTA5 16066,128106
8600000US16101,ZCTA5 16101,54587
8600000US16102,ZCTA5 16102,66648
8600000US16105,ZCTA5 16105,85965
8600000US16110,ZCTA5 16110,74438
8600000US16111,ZCTA5 16111,57497
8600000US16112,ZCTA5 16112,70708
8600000US16113,ZCTA5 16113,81398
8600000US16114,ZCTA5 16114,62045
8600000US16115,ZCTA5 16115,71239
8600000US16116,ZCTA5 16116,73971
8600000US16117,ZCTA5 16117,64483
8600000US16120,ZCTA5 16120,63716
8600000US16121,ZCTA5 16121,38281
8600000US16123,ZCTA5 16123,87958
8600000US16124,ZCTA5 16124,65631
8600000US16125,ZCTA5 16125,70242
8600000US16127,ZCTA5 16127,74041
8600000US16130,ZCTA5 16130,54534
8600000US16131,ZCTA5 16131,79977
8600000US16132,ZCTA5 16132,41998
8600000US16133,ZCTA5 16133,72792
8600000US16134,ZCTA5 16134,54730
8600000US16136,ZCTA5 16136,59008
8600000US16137,ZCTA5 16137,68281
8600000US16140,ZCTA5 16140,
8600000US16141,ZCTA5 16141,66079
8600000US16142,ZCTA5 16142,79940
8600000US16143,ZCTA5 16143,63191
8600000US16145,ZCTA5 16145,64130
8600000US16146,ZCTA5 16146,46117
8600000US16148,ZCTA5 16148,72582
8600000US16150,ZCTA5 16150,64783
8600000US16151,ZCTA5 16151,48085
8600000US16153,ZCTA5 16153,66213
8600000US16154,ZCTA5 16154,61675
8600000US16155,ZCTA5 16155,33384
8600000US16156,ZCTA5 16156,69741
8600000US16157,ZCTA5 16157,65697
8600000US16159,ZCTA5 16159,64111
8600000US16160,ZCTA5 16160,52275
8600000US16161,ZCTA5 16161,40606
8600000US16201,ZCTA5 16201,66404
8600000US16210,ZCTA5 16210,64530
8600000US16211,ZCTA5 16211,47404
8600000US16212,ZCTA5 16212,49127
8600000US16213,ZCTA5 16213,39170
8600000US16214,ZCTA5 16214,53219
8600000US16217,ZCTA5 16217,48086
8600000US16218,ZCTA5 16218,64745
8600000US16222,ZCTA5 16222,58254
8600000US16223,ZCTA5 16223,42370
8600000US16224,ZCTA5 16224,63561
8600000US16226,ZCTA5 16226,54296
8600000US16228,ZCTA5 16228,59286
8600000US16229,ZCTA5 16229,85751
8600000US16230,ZCTA5 16230,51178
8600000US16232,ZCTA5 16232,61530
8600000US16233,ZCTA5 16233,70871
8600000US16235,ZCTA5 16235,71745
8600000US16236,ZCTA5 16236,31303
8600000US16238,ZCTA5 16238,71191
8600000US16239,ZCTA5 16239,44895
8600000US16240,ZCTA5 16240,56702
8600000US16242,ZCTA5 16242,57928
8600000US16244,ZCTA5 16244,65018
8600000US16245,ZCTA5 16245,44892
8600000US16246,ZCTA5 16246,57174
8600000US16248,ZCTA5 16248,48151
8600000US16249,ZCTA5 16249,64443
8600000US16250,ZCTA5 16250,37819
8600000US16253,ZCTA5 16253,43379
8600000US16254,ZCTA5 16254,67510
8600000US16255,ZCTA5 16255,61860
8600000US16256,ZCTA5 16256,66760
8600000US16258,ZCTA5 16258,58834
8600000US16259,ZCTA5 16259,56188
8600000US16260,ZCTA5 16260,56540
8600000US16262,ZCTA5 16262,67904
8600000US16263,ZCTA5 16263,44188
8600000US16301,ZCTA5 16301,58761
8600000US16311,ZCTA5 16311,63878
8600000US16312,ZCTA5 16312,
8600000US16313,ZCTA5 16313,52849
8600000US16314,ZCTA5 16314,65913
8600000US16316,ZCTA5 16316,73203
8600000US16317,ZCTA5 16317,63012
8600000US16319,ZCTA5 16319,70937
8600000US16321,ZCTA5 16321,40423
8600000US16322,ZCTA5 16322,58041
8600000US16323,ZCTA5 16323,59034
8600000US16326,ZCTA5 16326,59099
8600000US16327,ZCTA5 16327,69926
8600000US16328,ZCTA5 16328,48836
8600000US16329,ZCTA5 16329,59491
8600000US16331,ZCTA5 16331,67124
8600000US16332,ZCTA5 16332,
8600000US16333,ZCTA5 16333,63254
8600000US16334,ZCTA5 16334,60260
8600000US16335,ZCTA5 16335,61518
8600000US16340,ZCTA5 16340,62216
8600000US16341,ZCTA5 16341,55833
8600000US16342,ZCTA5 16342,65580
8600000US16343,ZCTA5 16343,47955
8600000US16344,ZCTA5 16344,53275
8600000US16345,ZCTA5 16345,104581
8600000US16346,ZCTA5 16346,57449
8600000US16347,ZCTA5 16347,52859
8600000US16350,ZCTA5 16350,53738
8600000US16351,ZCTA5 16351,54704
8600000US16352,ZCTA5 16352,58137
8600000US16353,ZCTA5 16353,48865
8600000US16354,ZCTA5 16354,53590
8600000US16360,ZCTA5 16360,62736
8600000US16361,ZCTA5 16361,67623
8600000US16362,ZCTA5 16362,71102
8600000US16364,ZCTA5 16364,67538
8600000US16365,ZCTA5 16365,61777
8600000US16370,ZCTA5 16370,46348
8600000US16371,ZCTA5 16371,55649
8600000US16372,ZCTA5 16372,53854
8600000US16373,ZCTA5 16373,66277
8600000US16374,ZCTA5 16374,64664
8600000US16401,ZCTA5 16401,60027
8600000US16402,ZCTA5 16402,71918
8600000US16403,ZCTA5 16403,74730
8600000US16404,ZCTA5 16404,55902
8600000US16405,ZCTA5 16405,56628
8600000US16406,ZCTA5 16406,59699
8600000US16407,ZCTA5 16407,56773
8600000US16410,ZCTA5 16410,74953
8600000US16411,ZCTA5 16411,69987
8600000US16412,ZCTA5 16412,74692
8600000US16415,ZCTA5 16415,110852
8600000US16416,ZCTA5 16416,49369
8600000US16417,ZCTA5 16417,67448
8600000US16420,ZCTA5 16420,49574
8600000US16421,ZCTA5 16421,75847
8600000US16422,ZCTA5 16422,48477
8600000US16423,ZCTA5 16423,65228
8600000US16424,ZCTA5 16424,64612
8600000US16426,ZCTA5 16426,67978
8600000US16427,ZCTA5 16427,67067
8600000US16428,ZCTA5 16428,77187
8600000US16433,ZCTA5 16433,71206
8600000US16434,ZCTA5 16434,56225
8600000US16435,ZCTA5 16435,66069
8600000US16436,ZCTA5 16436,55743
8600000US16438,ZCTA5 16438,63752
8600000US16440,ZCTA5 16440,61127
8600000US16441,ZCTA5 16441,79735
8600000US16442,ZCTA5 16442,78640
8600000US16443,ZCTA5 16443,59949
8600000US16444,ZCTA5 16444,
8600000US16501,ZCTA5 16501,16101
8600000US16502,ZCTA5 16502,43900
8600000US16503,ZCTA5 16503,34630
8600000US16504,ZCTA5 16504,52780
8600000US16505,ZCTA5 16505,84990
8600000US16506,ZCTA5 16506,83484
8600000US16507,ZCTA5 16507,44163
8600000US16508,ZCTA5 16508,60091
8600000US16509,ZCTA5 16509,77873
8600000US16510,ZCTA5 16510,67111
8600000US16511,ZCTA5 16511,61442
8600000US16546,ZCTA5 16546,
8600000US16563,ZCTA5 16563,
8600000US16601,ZCTA5 16601,56436
8600000US16602,ZCTA5 16602,57924
8600000US16611,ZCTA5 16611,64635
8600000US16613,ZCTA5 16613,67857
8600000US16616,ZCTA5 16616,38253
8600000US16617,ZCTA5 16617,75109
8600000US16619,ZCTA5 16619,56685
8600000US16620,ZCTA5 16620,63922
8600000US16621,ZCTA5 16621,64976
8600000US16622,ZCTA5 16622,63041
8600000US16623,ZCTA5 16623,65052
8600000US16624,ZCTA5 16624,64887
8600000US16625,ZCTA5 16625,53906
8600000US16627,ZCTA5 16627,59185
8600000US16630,ZCTA5 16630,62282
8600000US16631,ZCTA5 16631,63833
8600000US16633,ZCTA5 16633,56862
8600000US16634,ZCTA5 16634,52128
8600000US16635,ZCTA5 16635,68260
8600000US16636,ZCTA5 16636,87414
8600000US16637,ZCTA5 16637,48908
8600000US16638,ZCTA5 16638,73600
8600000US16639,ZCTA5 16639,55980
8600000US16640,ZCTA5 16640,62728
8600000US16641,ZCTA5 16641,57286
8600000US16645,ZCTA5 16645,66759
8600000US16646,ZCTA5 16646,63681
8600000US16647,ZCTA5 16647,72913
8600000US16648,ZCTA5 16648,80428
8600000US16650,ZCTA5 16650,57123
8600000US16651,ZCTA5 16651,58402
8600000US16652,ZCTA5 16652,59724
8600000US16655,ZCTA5 16655,59847
8600000US16656,ZCTA5 16656,52780
8600000US16657,ZCTA5 16657,57873
8600000US16659,ZCTA5 16659,50635
8600000US16661,ZCTA5 16661,53833
8600000US16662,ZCTA5 16662,67507
8600000US16664,ZCTA5 16664,63434
8600000US16665,ZCTA5 16665,68786
8600000US16666,ZCTA5 16666,52860
8600000US16667,ZCTA5 16667,49113
8600000US16668,ZCTA5 16668,58481
8600000US16669,ZCTA5 16669,64586
8600000US16670,ZCTA5 16670,40380
8600000US16671,ZCTA5 16671,57332
8600000US16672,ZCTA5 16672,41021
8600000US16673,ZCTA5 16673,70029
8600000US16674,ZCTA5 16674,50724
8600000US16677,ZCTA5 16677,44207
8600000US16678,ZCTA5 16678,55209
8600000US16679,ZCTA5 16679,43564
8600000US16680,ZCTA5 16680,61529
8600000US16682,ZCTA5 16682,45979
8600000US16683,ZCTA5 16683,65311
8600000US16685,ZCTA5 16685,72440
8600000US16686,ZCTA5 16686,62760
8600000US16689,ZCTA5 16689,57152
8600000US16691,ZCTA5 16691,56754
8600000US16692,ZCTA5 16692,57452
8600000US16693,ZCTA5 16693,64956
8600000US16694,ZCTA5 16694,41005
8600000US16695,ZCTA5 16695,58321
8600000US16699,ZCTA5 16699,
8600000US16701,ZCTA5 16701,61878
8600000US16720,ZCTA5 16720,58876
8600000US16724,ZCTA5 16724,42229
8600000US16725,ZCTA5 16725,56471
8600000US16726,ZCTA5 16726,65397
8600000US16727,ZCTA5 16727,90113
8600000US16728,ZCTA5 16728,72567
8600000US16729,ZCTA5 16729,55338
8600000US16730,ZCTA5 16730,50655
8600000US16731,ZCTA5 16731,64598
8600000US16732,ZCTA5 16732,56427
8600000US16733,ZCTA5 16733,53120
8600000US16734,ZCTA5 16734,51480
8600000US16735,ZCTA5 16735,59029
8600000US16738,ZCTA5 16738,66351
8600000US16740,ZCTA5 16740,55417
8600000US16743,ZCTA5 16743,63781
8600000US16744,ZCTA5 16744,114062
8600000US16745,ZCTA5 16745,57459
8600000US16746,ZCTA5 16746,53081
8600000US16748,ZCTA5 16748,51900
8600000US16749,ZCTA5 16749,60852
8600000US16750,ZCTA5 16750,56110
8600000US16801,ZCTA5 16801,68367
8600000US16802,ZCTA5 16802,
8600000US16803,ZCTA5 16803,81798
8600000US16820,ZCTA5 16820,62167
8600000US16821,ZCTA5 16821,54152
8600000US16822,ZCTA5 16822,59840
8600000US16823,ZCTA5 16823,73501
8600000US16825,ZCTA5 16825,47761
8600000US16826,ZCTA5 16826,61353
8600000US16827,ZCTA5 16827,110445
8600000US16828,ZCTA5 16828,98329
8600000US16829,ZCTA5 16829,61972
8600000US16830,ZCTA5 16830,65006
8600000US16832,ZCTA5 16832,120742
8600000US16833,ZCTA5 16833,52325
8600000US16834,ZCTA5 16834,73686
8600000US16835,ZCTA5 16835,68004
8600000US16836,ZCTA5 16836,58470
8600000US16837,ZCTA5 16837,39668
8600000US16838,ZCTA5 16838,56401
8600000US16839,ZCTA5 16839,54090
8600000US16840,ZCTA5 16840,73583
8600000US16841,ZCTA5 16841,75457
8600000US16843,ZCTA5 16843,37068
8600000US16844,ZCTA5 16844,72544
8600000US16845,ZCTA5 16845,63921
8600000US16847,ZCTA5 16847,43787
8600000US16848,ZCTA5 16848,63485
8600000US16849,ZCTA5 16849,61322
8600000US16851,ZCTA5 16851,102938
8600000US16852,ZCTA5 16852,82589
8600000US16853,ZCTA5 16853,42935
8600000US16854,ZCTA5 16854,62253
8600000US16855,ZCTA5 16855,28867
8600000US16858,ZCTA5 16858,63302
8600000US16859,ZCTA5 16859,64678
8600000US16860,ZCTA5 16860,41218
8600000US16861,ZCTA5 16861,67373
8600000US16863,ZCTA5 16863,53981
8600000US16865,ZCTA5 16865,90934
8600000US16866,ZCTA5 16866,57485
8600000US16868,ZCTA5 16868,57427
8600000US16870,ZCTA5 16870,126917
8600000US16871,ZCTA5 16871,44187
8600000US16872,ZCTA5 16872,66359
8600000US16874,ZCTA5 16874,70139
8600000US16875,ZCTA5 16875,82885
8600000US16876,ZCTA5 16876,47109
8600000US16877,ZCTA5 16877,79970
8600000US16878,ZCTA5 16878,54530
8600000US16879,ZCTA5 16879,36629
8600000US16881,ZCTA5 16881,61270
8600000US16882,ZCTA5 16882,62895
8600000US16901,ZCTA5 16901,68519
8600000US16911,ZCTA5 16911,67114
8600000US16912,ZCTA5 16912,73074
8600000US16914,ZCTA5 16914,67042
8600000US16915,ZCTA5 16915,64316
8600000US16917,ZCTA5 16917,62666
8600000US16920,ZCTA5 16920,55367
8600000US16921,ZCTA5 16921,55490
8600000US16922,ZCTA5 16922,53281
8600000US16923,ZCTA5 16923,52915
8600000US16925,ZCTA5 16925,67897
8600000US16926,ZCTA5 16926,72154
8600000US16927,ZCTA5 16927,48665
8600000US16928,ZCTA5 16928,59684
8600000US16929,ZCTA5 16929,74829
8600000US16930,ZCTA5 16930,65364
8600000US16932,ZCTA5 16932,58221
8600000US16933,ZCTA5 16933,60447
8600000US16935,ZCTA5 16935,69849
8600000US16936,ZCTA5 16936,72340
8600000US16937,ZCTA5 16937,57425
8600000US16938,ZCTA5 16938,59442
8600000US16939,ZCTA5 16939,63311
8600000US16940,ZCTA5 16940,60886
8600000US16941,ZCTA5 16941,49153
8600000US16942,ZCTA5 16942,60948
8600000US16943,ZCTA5 16943,49200
8600000US16946,ZCTA5 16946,57495
8600000US16947,ZCTA5 16947,67942
8600000US16948,ZCTA5 16948,53092
8600000US16950,ZCTA5 16950,50652
8600000US17002,ZCTA5 17002,70940
8600000US17003,ZCTA5 17003,82210
8600000US17004,ZCTA5 17004,58283
8600000US17005,ZCTA5 17005,70791
8600000US17006,ZCTA5 17006,62154
8600000US17007,ZCTA5 17007,99090
8600000US17009,ZCTA5 17009,60342
8600000US17010,ZCTA5 17010,
8600000US17011,ZCTA5 17011,90120
8600000US17013,ZCTA5 17013,77208
8600000US17015,ZCTA5 17015,99587
8600000US17016,ZCTA5 17016,84245
8600000US17017,ZCTA5 17017,76904
8600000US17018,ZCTA5 17018,89270
8600000US17019,ZCTA5 17019,89661
8600000US17020,ZCTA5 17020,74136
8600000US17021,ZCTA5 17021,55288
8600000US17022,ZCTA5 17022,84806
8600000US17023,ZCTA5 17023,69531
8600000US17024,ZCTA5 17024,87776
8600000US17025,ZCTA5 17025,86341
8600000US17026,ZCTA5 17026,89950
8600000US17027,ZCTA5 17027,103295
8600000US17028,ZCTA5 17028,75954
8600000US17029,ZCTA5 17029,46261
8600000US17030,ZCTA5 17030,72867
8600000US17032,ZCTA5 17032,78491
8600000US17033,ZCTA5 17033,103214
8600000US17034,ZCTA5 17034,51903
8600000US17035,ZCTA5 17035,52272
8600000US17036,ZCTA5 17036,115591
8600000US17037,ZCTA5 17037,70678
8600000US17038,ZCTA5 17038,73695
8600000US17039,ZCTA5 17039,
8600000US17040,ZCTA5 17040,71146
8600000US17041,ZCTA5 17041,131014
8600000US17042,ZCTA5 17042,76096
8600000US17043,ZCTA5 17043,85042
8600000US17044,ZCTA5 17044,55949
8600000US17045,ZCTA5 17045,75169
8600000US17046,ZCTA5 17046,57988
8600000US17047,ZCTA5 17047,68230
8600000US17048,ZCTA5 17048,61262
8600000US17049,ZCTA5 17049,72966
8600000US17050,ZCTA5 17050,111511
8600000US17051,ZCTA5 17051,56735
8600000US17052,ZCTA5 17052,63179
8600000US17053,ZCTA5 17053,75058
8600000US17055,ZCTA5 17055,90018
8600000US17056,ZCTA5 17056,
8600000US17057,ZCTA5 17057,68668
8600000US17058,ZCTA5 17058,59920
8600000US17059,ZCTA5 17059,63927
8600000US17060,ZCTA5 17060,54732
8600000US17061,ZCTA5 17061,67414
8600000US17062,ZCTA5 17062,83345
8600000US17063,ZCTA5 17063,64393
8600000US17064,ZCTA5 17064,120106
8600000US17065,ZCTA5 17065,74350
8600000US17066,ZCTA5 17066,49339
8600000US17067,ZCTA5 17067,73748
8600000US17068,ZCTA5 17068,78793
8600000US17069,ZCTA5 17069,51516
8600000US17070,ZCTA5 17070,82642
8600000US17071,ZCTA5 17071,71081
8600000US17072,ZCTA5 17072,40395
8600000US17073,ZCTA5 17073,77603
8600000US17074,ZCTA5 17074,67640
8600000US17075,ZCTA5 17075,58783
8600000US17076,ZCTA5 17076,
8600000US17077,ZCTA5 17077,
8600000US17078,ZCTA5 17078,79076
8600000US17080,ZCTA5 17080,62831
8600000US17081,ZCTA5 17081,42115
8600000US17082,ZCTA5 17082,66571
8600000US17083,ZCTA5 17083,85520
8600000US17084,ZCTA5 17084,78302
8600000US17086,ZCTA5 17086,73638
8600000US17087,ZCTA5 17087,73536
8600000US17088,ZCTA5 17088,74218
8600000US17090,ZCTA5 17090,71243
8600000US17093,ZCTA5 17093,64500
8600000US17094,ZCTA5 17094,60187
8600000US17097,ZCTA5 17097,56422
8600000US17098,ZCTA5 17098,56806
8600000US17099,ZCTA5 17099,58619
8600000US17101,ZCTA5 17101,35699
8600000US17102,ZCTA5 17102,70805
8600000US17103,ZCTA5 17103,47345
8600000US17104,ZCTA5 17104,45885
8600000US17109,ZCTA5 17109,65197
8600000US17110,ZCTA5 17110,77462
8600000US17111,ZCTA5 17111,84190
8600000US17112,ZCTA5 17112,97314
8600000US17113,ZCTA5 17113,55195
8600000US17120,ZCTA5 17120,
8600000US17201,ZCTA5 17201,63918
8600000US17202,ZCTA5 17202,93762
8600000US17210,ZCTA5 17210,92826
8600000US17211,ZCTA5 17211,59844
8600000US17212,ZCTA5 17212,75894
8600000US17213,ZCTA5 17213,61190
8600000US17214,ZCTA5 17214,59357
8600000US17215,ZCTA5 17215,76781
8600000US17217,ZCTA5 17217,55229
8600000US17219,ZCTA5 17219,50477
8600000US17220,ZCTA5 17220,45361
8600000US17221,ZCTA5 17221,52678
8600000US17222,ZCTA5 17222,69078
8600000US17223,ZCTA5 17223,48620
8600000US17224,ZCTA5 17224,74515
8600000US17225,ZCTA5 17225,87135
8600000US17228,ZCTA5 17228,69646
8600000US17229,ZCTA5 17229,59311
8600000US17233,ZCTA5 17233,55058
8600000US17235,ZCTA5 17235,75134
8600000US17236,ZCTA5 17236,72839
8600000US17237,ZCTA5 17237,71515
8600000US17238,ZCTA5 17238,60631
8600000US17239,ZCTA5 17239,61807
8600000US17240,ZCTA5 17240,76100
8600000US17241,ZCTA5 17241,69205
8600000US17243,ZCTA5 17243,60269
8600000US17244,ZCTA5 17244,68304
8600000US17246,ZCTA5 17246,69191
8600000US17247,ZCTA5 17247,45437
8600000US17249,ZCTA5 17249,57355
8600000US17250,ZCTA5 17250,
8600000US17251,ZCTA5 17251,67487
8600000US17252,ZCTA5 17252,58816
8600000US17253,ZCTA5 17253,54703
8600000US17254,ZCTA5 17254,
8600000US17255,ZCTA5 17255,67937
8600000US17256,ZCTA5 17256,71924
8600000US17257,ZCTA5 17257,67241
8600000US17260,ZCTA5 17260,50140
8600000US17261,ZCTA5 17261,
8600000US17262,ZCTA5 17262,59756
8600000US17263,ZCTA5 17263,75332
8600000US17264,ZCTA5 17264,56422
8600000US17265,ZCTA5 17265,78559
8600000US17266,ZCTA5 17266,69684
8600000US17267,ZCTA5 17267,71431
8600000US17268,ZCTA5 17268,68644
8600000US17270,ZCTA5 17270,
8600000US17271,ZCTA5 17271,54546
8600000US17272,ZCTA5 17272,28156
8600000US17301,ZCTA5 17301,75327
8600000US17302,ZCTA5 17302,75834
8600000US17304,ZCTA5 17304,84306
8600000US17306,ZCTA5 17306,69796
8600000US17307,ZCTA5 17307,78443
8600000US17309,ZCTA5 17309,71667
8600000US17311,ZCTA5 17311,42911
8600000US17313,ZCTA5 17313,70545
8600000US17314,ZCTA5 17314,78147
8600000US17315,ZCTA5 17315,77117
8600000US17316,ZCTA5 17316,94654
8600000US17317,ZCTA5 17317,70721
8600000US17318,ZCTA5 17318,47979
8600000US17319,ZCTA5 17319,79110
8600000US17320,ZCTA5 17320,87332
8600000US17321,ZCTA5 17321,84865
8600000US17322,ZCTA5 17322,81960
8600000US17324,ZCTA5 17324,80889
8600000US17325,ZCTA5 17325,77990
8600000US17327,ZCTA5 17327,84447
8600000US17329,ZCTA5 17329,98078
8600000US17331,ZCTA5 17331,75926
8600000US17339,ZCTA5 17339,113083
8600000US17340,ZCTA5 17340,81264
8600000US17343,ZCTA5 17343,
8600000US17344,ZCTA5 17344,49842
8600000US17345,ZCTA5 17345,72122
8600000US17347,ZCTA5 17347,91797
8600000US17349,ZCTA5 17349,107438
8600000US17350,ZCTA5 17350,69835
8600000US17352,ZCTA5 17352,68956
8600000US17353,ZCTA5 17353,78639
8600000US17355,ZCTA5 17355,74810
8600000US17356,ZCTA5 17356,76617
8600000US17360,ZCTA5 17360,100630
8600000US17361,ZCTA5 17361,92955
8600000US17362,ZCTA5 17362,89281
8600000US17363,ZCTA5 17363,95637
8600000US17364,ZCTA5 17364,72625
8600000US17365,ZCTA5 17365,79073
8600000US17366,ZCTA5 17366,69190
8600000US17368,ZCTA5 17368,82404
8600000US17370,ZCTA5 17370,80417
8600000US17371,ZCTA5 17371,80690
8600000US17372,ZCTA5 17372,72365
8600000US17401,ZCTA5 17401,39557
8600000US17402,ZCTA5 17402,85532
8600000US17403,ZCTA5 17403,76315
8600000US17404,ZCTA5 17404,76902
8600000US17406,ZCTA5 17406,78051
8600000US17407,ZCTA5 17407,99079
8600000US17408,ZCTA5 17408,79604
8600000US17501,ZCTA5 17501,66453
8600000US17502,ZCTA5 17502,78621
8600000US17505,ZCTA5 17505,76356
8600000US17507,ZCTA5 17507,
8600000US17508,ZCTA5 17508,96987
8600000US17509,ZCTA5 17509,84026
8600000US17512,ZCTA5 17512,64757
8600000US17516,ZCTA5 17516,84788
8600000US17517,ZCTA5 17517,82811
8600000US17518,ZCTA5 17518,96770
8600000US17519,ZCTA5 17519,90665
8600000US17520,ZCTA5 17520,90169
8600000US17522,ZCTA5 17522,71674
8600000US17527,ZCTA5 17527,86902
8600000US17529,ZCTA5 17529,81642
8600000US17532,ZCTA5 17532,83136
8600000US17535,ZCTA5 17535,92943
8600000US17536,ZCTA5 17536,91969
8600000US17538,ZCTA5 17538,89571
8600000US17540,ZCTA5 17540,81050
8600000US17543,ZCTA5 17543,103059
8600000US17545,ZCTA5 17545,80276
8600000US17547,ZCTA5 17547,74731
8600000US17550,ZCTA5 17550,60367
8600000US17551,ZCTA5 17551,74997
8600000US17552,ZCTA5 17552,83703
8600000US17554,ZCTA5 17554,68611
8600000US17555,ZCTA5 17555,104835
8600000US17557,ZCTA5 17557,70676
8600000US17560,ZCTA5 17560,72025
8600000US17562,ZCTA5 17562,84686
8600000US17563,ZCTA5 17563,74894
8600000US17565,ZCTA5 17565,107613
8600000US17566,ZCTA5 17566,80249
8600000US17569,ZCTA5 17569,98144
8600000US17570,ZCTA5 17570,86161
8600000US17572,ZCTA5 17572,74924
8600000US17576,ZCTA5 17576,
8600000US17578,ZCTA5 17578,79480
8600000US17579,ZCTA5 17579,83196
8600000US17581,ZCTA5 17581,80436
8600000US17582,ZCTA5 17582,81249
8600000US17584,ZCTA5 17584,82189
8600000US17601,ZCTA5 17601,98519
8600000US17602,ZCTA5 17602,73696
8600000US17603,ZCTA5 17603,67599
8600000US17606,ZCTA5 17606,31375
8600000US17701,ZCTA5 17701,59219
8600000US17702,ZCTA5 17702,66608
8600000US17721,ZCTA5 17721,54645
8600000US17723,ZCTA5 17723,58926
8600000US17724,ZCTA5 17724,57225
8600000US17727,ZCTA5 17727,54335
8600000US17728,ZCTA5 17728,67257
8600000US17729,ZCTA5 17729,41429
8600000US17730,ZCTA5 17730,
8600000US17731,ZCTA5 17731,126804
8600000US17737,ZCTA5 17737,68661
8600000US17739,ZCTA5 17739,152129
8600000US17740,ZCTA5 17740,64324
8600000US17742,ZCTA5 17742,70792
8600000US17744,ZCTA5 17744,61588
8600000US17745,ZCTA5 17745,58518
8600000US17747,ZCTA5 17747,72062
8600000US17748,ZCTA5 17748,41175
8600000US17749,ZCTA5 17749,65066
8600000US17750,ZCTA5 17750,68745
8600000US17751,ZCTA5 17751,68072
8600000US17752,ZCTA5 17752,66809
8600000US17754,ZCTA5 17754,82607
8600000US17756,ZCTA5 17756,67237
8600000US17758,ZCTA5 17758,63843
8600000US17760,ZCTA5 17760,66546
8600000US17762,ZCTA5 17762,76853
8600000US17763,ZCTA5 17763,50629
8600000US17764,ZCTA5 17764,44352
8600000US17765,ZCTA5 17765,60251
8600000US17767,ZCTA5 17767,48944
8600000US17768,ZCTA5 17768,66114
8600000US17771,ZCTA5 17771,73490
8600000US17772,ZCTA5 17772,75968
8600000US17774,ZCTA5 17774,67125
8600000US17776,ZCTA5 17776,55004
8600000US17777,ZCTA5 17777,67581
8600000US17778,ZCTA5 17778,50595
8600000US17779,ZCTA5 17779,77356
8600000US17801,ZCTA5 17801,57340
8600000US17810,ZCTA5 17810,66983
8600000US17812,ZCTA5 17812,55262
8600000US17813,ZCTA5 17813,63784
8600000US17814,ZCTA5 17814,64062
8600000US17815,ZCTA5 17815,67334
8600000US17820,ZCTA5 17820,68319
8600000US17821,ZCTA5 17821,82375
8600000US17822,ZCTA5 17822,
8600000US17823,ZCTA5 17823,65581
8600000US17824,ZCTA5 17824,69023
8600000US17827,ZCTA5 17827,71369
8600000US17829,ZCTA5 17829,77035
8600000US17830,ZCTA5 17830,68430
8600000US17832,ZCTA5 17832,54545
8600000US17834,ZCTA5 17834,55949
8600000US17835,ZCTA5 17835,76543
8600000US17836,ZCTA5 17836,67668
8600000US17837,ZCTA5 17837,83133
8600000US17840,ZCTA5 17840,59028
8600000US17841,ZCTA5 17841,60582
8600000US17842,ZCTA5 17842,67363
8600000US17844,ZCTA5 17844,69705
8600000US17845,ZCTA5 17845,59689
8600000US17846,ZCTA5 17846,63896
8600000US17847,ZCTA5 17847,63843
8600000US17850,ZCTA5 17850,59382
8600000US17851,ZCTA5 17851,50572
