id,Geographic Area ame,Estimate_Households_Mean_income
8600000US79036,ZCTA5 79036,68106
8600000US79039,ZCTA5 79039,74603
8600000US79040,ZCTA5 79040,63976
8600000US79041,ZCTA5 79041,58445
8600000US79042,ZCTA5 79042,59564
8600000US79043,ZCTA5 79043,48876
8600000US79044,ZCTA5 79044,49882
8600000US79045,ZCTA5 79045,63127
8600000US79046,ZCTA5 79046,75898
8600000US79051,ZCTA5 79051,
8600000US79052,ZCTA5 79052,62539
8600000US79053,ZCTA5 79053,66934
8600000US79054,ZCTA5 79054,54098
8600000US79056,ZCTA5 79056,105514
8600000US79057,ZCTA5 79057,63442
8600000US79058,ZCTA5 79058,
8600000US79059,ZCTA5 79059,78801
8600000US79061,ZCTA5 79061,73666
8600000US79062,ZCTA5 79062,98180
8600000US79063,ZCTA5 79063,65468
8600000US79064,ZCTA5 79064,54438
8600000US79065,ZCTA5 79065,68131
8600000US79068,ZCTA5 79068,87587
8600000US79070,ZCTA5 79070,70732
8600000US79072,ZCTA5 79072,55178
8600000US79078,ZCTA5 79078,93022
8600000US79079,ZCTA5 79079,56156
8600000US79080,ZCTA5 79080,61961
8600000US79081,ZCTA5 79081,52383
8600000US79082,ZCTA5 79082,52259
8600000US79083,ZCTA5 79083,59549
8600000US79084,ZCTA5 79084,70889
8600000US79085,ZCTA5 79085,39000
8600000US79086,ZCTA5 79086,66613
8600000US79087,ZCTA5 79087,78244
8600000US79088,ZCTA5 79088,52796
8600000US79091,ZCTA5 79091,47653
8600000US79092,ZCTA5 79092,77844
8600000US79093,ZCTA5 79093,49169
8600000US79094,ZCTA5 79094,65582
8600000US79095,ZCTA5 79095,60931
8600000US79096,ZCTA5 79096,73750
8600000US79097,ZCTA5 79097,100219
8600000US79098,ZCTA5 79098,116080
8600000US79101,ZCTA5 79101,45918
8600000US79102,ZCTA5 79102,53960
8600000US79103,ZCTA5 79103,51722
8600000US79104,ZCTA5 79104,51847
8600000US79105,ZCTA5 79105,
8600000US79106,ZCTA5 79106,58975
8600000US79107,ZCTA5 79107,46754
8600000US79108,ZCTA5 79108,64257
8600000US79109,ZCTA5 79109,77244
8600000US79110,ZCTA5 79110,68563
8600000US79111,ZCTA5 79111,68643
8600000US79118,ZCTA5 79118,88586
8600000US79119,ZCTA5 79119,122059
8600000US79121,ZCTA5 79121,108819
8600000US79124,ZCTA5 79124,125487
8600000US79201,ZCTA5 79201,59609
8600000US79220,ZCTA5 79220,52911
8600000US79225,ZCTA5 79225,63935
8600000US79226,ZCTA5 79226,58615
8600000US79227,ZCTA5 79227,60171
8600000US79229,ZCTA5 79229,66456
8600000US79230,ZCTA5 79230,51210
8600000US79231,ZCTA5 79231,
8600000US79233,ZCTA5 79233,47484
8600000US79234,ZCTA5 79234,44950
8600000US79235,ZCTA5 79235,51482
8600000US79236,ZCTA5 79236,76989
8600000US79237,ZCTA5 79237,44860
8600000US79239,ZCTA5 79239,59557
8600000US79240,ZCTA5 79240,
8600000US79241,ZCTA5 79241,67419
8600000US79243,ZCTA5 79243,50950
8600000US79244,ZCTA5 79244,64778
8600000US79245,ZCTA5 79245,51877
8600000US79247,ZCTA5 79247,58824
8600000US79248,ZCTA5 79248,46150
8600000US79250,ZCTA5 79250,65046
8600000US79251,ZCTA5 79251,32370
8600000US79252,ZCTA5 79252,55357
8600000US79255,ZCTA5 79255,63719
8600000US79256,ZCTA5 79256,46685
8600000US79257,ZCTA5 79257,58037
8600000US79258,ZCTA5 79258,46210
8600000US79259,ZCTA5 79259,132646
8600000US79261,ZCTA5 79261,63225
8600000US79311,ZCTA5 79311,65032
8600000US79312,ZCTA5 79312,59346
8600000US79313,ZCTA5 79313,59172
8600000US79314,ZCTA5 79314,34324
8600000US79316,ZCTA5 79316,61594
8600000US79322,ZCTA5 79322,49374
8600000US79323,ZCTA5 79323,85859
8600000US79324,ZCTA5 79324,98573
8600000US79325,ZCTA5 79325,71707
8600000US79326,ZCTA5 79326,135915
8600000US79329,ZCTA5 79329,79859
8600000US79330,ZCTA5 79330,120529
8600000US79331,ZCTA5 79331,63046
8600000US79336,ZCTA5 79336,65082
8600000US79339,ZCTA5 79339,50803
8600000US79342,ZCTA5 79342,93816
8600000US79343,ZCTA5 79343,55957
8600000US79344,ZCTA5 79344,47227
8600000US79345,ZCTA5 79345,67858
8600000US79346,ZCTA5 79346,54412
8600000US79347,ZCTA5 79347,63906
8600000US79350,ZCTA5 79350,55822
8600000US79351,ZCTA5 79351,66197
8600000US79353,ZCTA5 79353,
8600000US79355,ZCTA5 79355,79285
8600000US79356,ZCTA5 79356,70096
8600000US79357,ZCTA5 79357,49032
8600000US79358,ZCTA5 79358,71308
8600000US79359,ZCTA5 79359,56597
8600000US79360,ZCTA5 79360,76162
8600000US79363,ZCTA5 79363,82638
8600000US79364,ZCTA5 79364,61310
8600000US79366,ZCTA5 79366,153663
8600000US79367,ZCTA5 79367,57181
8600000US79369,ZCTA5 79369,44070
8600000US79370,ZCTA5 79370,55592
8600000US79371,ZCTA5 79371,68019
8600000US79372,ZCTA5 79372,74537
8600000US79373,ZCTA5 79373,63617
8600000US79376,ZCTA5 79376,77589
8600000US79377,ZCTA5 79377,62492
8600000US79378,ZCTA5 79378,63675
8600000US79379,ZCTA5 79379,76260
8600000US79380,ZCTA5 79380,50532
8600000US79381,ZCTA5 79381,76436
8600000US79382,ZCTA5 79382,91145
8600000US79401,ZCTA5 79401,28744
8600000US79403,ZCTA5 79403,51336
8600000US79404,ZCTA5 79404,44514
8600000US79406,ZCTA5 79406,
8600000US79407,ZCTA5 79407,64681
8600000US79410,ZCTA5 79410,58523
8600000US79411,ZCTA5 79411,45860
8600000US79412,ZCTA5 79412,48919
8600000US79413,ZCTA5 79413,73729
8600000US79414,ZCTA5 79414,51517
8600000US79415,ZCTA5 79415,44791
8600000US79416,ZCTA5 79416,71252
8600000US79423,ZCTA5 79423,88870
8600000US79424,ZCTA5 79424,103486
8600000US79501,ZCTA5 79501,57561
8600000US79502,ZCTA5 79502,64578
8600000US79503,ZCTA5 79503,96038
8600000US79504,ZCTA5 79504,63045
8600000US79505,ZCTA5 79505,47935
8600000US79506,ZCTA5 79506,66097
8600000US79508,ZCTA5 79508,90030
8600000US79510,ZCTA5 79510,61233
8600000US79511,ZCTA5 79511,79543
8600000US79512,ZCTA5 79512,67705
8600000US79517,ZCTA5 79517,75864
8600000US79518,ZCTA5 79518,75971
8600000US79519,ZCTA5 79519,107748
8600000US79520,ZCTA5 79520,71683
8600000US79521,ZCTA5 79521,52942
8600000US79525,ZCTA5 79525,63766
8600000US79526,ZCTA5 79526,74134
8600000US79527,ZCTA5 79527,67003
8600000US79528,ZCTA5 79528,67194
8600000US79529,ZCTA5 79529,57868
8600000US79530,ZCTA5 79530,63725
8600000US79532,ZCTA5 79532,105417
8600000US79533,ZCTA5 79533,57431
8600000US79534,ZCTA5 79534,58550
8600000US79535,ZCTA5 79535,84211
8600000US79536,ZCTA5 79536,68572
8600000US79537,ZCTA5 79537,120374
8600000US79538,ZCTA5 79538,66469
8600000US79539,ZCTA5 79539,87101
8600000US79540,ZCTA5 79540,74016
8600000US79541,ZCTA5 79541,160287
8600000US79543,ZCTA5 79543,61659
8600000US79544,ZCTA5 79544,57581
8600000US79545,ZCTA5 79545,80411
8600000US79546,ZCTA5 79546,56471
8600000US79547,ZCTA5 79547,43731
8600000US79548,ZCTA5 79548,62675
8600000US79549,ZCTA5 79549,69614
8600000US79553,ZCTA5 79553,55098
8600000US79556,ZCTA5 79556,64493
8600000US79560,ZCTA5 79560,126731
8600000US79561,ZCTA5 79561,60430
8600000US79562,ZCTA5 79562,109682
8600000US79563,ZCTA5 79563,46309
8600000US79565,ZCTA5 79565,71194
8600000US79566,ZCTA5 79566,65956
8600000US79567,ZCTA5 79567,54975
8600000US79601,ZCTA5 79601,54727
8600000US79602,ZCTA5 79602,85999
8600000US79603,ZCTA5 79603,53840
8600000US79605,ZCTA5 79605,64996
8600000US79606,ZCTA5 79606,78954
8600000US79607,ZCTA5 79607,57568
8600000US79699,ZCTA5 79699,
8600000US79701,ZCTA5 79701,76272
8600000US79703,ZCTA5 79703,86504
8600000US79705,ZCTA5 79705,120556
8600000US79706,ZCTA5 79706,97926
8600000US79707,ZCTA5 79707,138697
8600000US79713,ZCTA5 79713,76598
8600000US79714,ZCTA5 79714,94962
8600000US79718,ZCTA5 79718,54063
8600000US79719,ZCTA5 79719,54276
8600000US79720,ZCTA5 79720,70996
8600000US79730,ZCTA5 79730,55997
8600000US79731,ZCTA5 79731,80369
8600000US79733,ZCTA5 79733,80022
8600000US79734,ZCTA5 79734,57112
8600000US79735,ZCTA5 79735,65535
8600000US79738,ZCTA5 79738,85623
8600000US79739,ZCTA5 79739,94370
8600000US79741,ZCTA5 79741,52613
8600000US79742,ZCTA5 79742,56174
8600000US79743,ZCTA5 79743,83872
8600000US79744,ZCTA5 79744,76861
8600000US79745,ZCTA5 79745,68251
8600000US79748,ZCTA5 79748,64253
8600000US79749,ZCTA5 79749,96247
8600000US79752,ZCTA5 79752,60367
8600000US79754,ZCTA5 79754,75148
8600000US79755,ZCTA5 79755,70321
8600000US79756,ZCTA5 79756,78376
8600000US79758,ZCTA5 79758,105092
8600000US79759,ZCTA5 79759,
8600000US79761,ZCTA5 79761,82693
8600000US79762,ZCTA5 79762,86447
8600000US79763,ZCTA5 79763,68465
8600000US79764,ZCTA5 79764,74762
8600000US79765,ZCTA5 79765,125850
8600000US79766,ZCTA5 79766,75331
8600000US79770,ZCTA5 79770,
8600000US79772,ZCTA5 79772,69367
8600000US79777,ZCTA5 79777,78954
8600000US79778,ZCTA5 79778,80022
8600000US79780,ZCTA5 79780,50227
8600000US79781,ZCTA5 79781,60837
8600000US79782,ZCTA5 79782,91156
8600000US79783,ZCTA5 79783,134827
8600000US79785,ZCTA5 79785,87033
8600000US79788,ZCTA5 79788,60088
8600000US79789,ZCTA5 79789,81702
8600000US79821,ZCTA5 79821,48994
8600000US79830,ZCTA5 79830,63079
8600000US79831,ZCTA5 79831,
8600000US79834,ZCTA5 79834,52889
8600000US79835,ZCTA5 79835,43812
8600000US79836,ZCTA5 79836,46888
8600000US79837,ZCTA5 79837,44229
8600000US79838,ZCTA5 79838,35598
8600000US79839,ZCTA5 79839,39759
8600000US79842,ZCTA5 79842,55335
8600000US79843,ZCTA5 79843,52876
8600000US79845,ZCTA5 79845,32957
8600000US79846,ZCTA5 79846,
8600000US79847,ZCTA5 79847,58523
8600000US79848,ZCTA5 79848,44932
8600000US79849,ZCTA5 79849,43050
8600000US79851,ZCTA5 79851,60568
8600000US79852,ZCTA5 79852,41494
8600000US79853,ZCTA5 79853,41856
8600000US79854,ZCTA5 79854,41384
8600000US79855,ZCTA5 79855,41026
8600000US79901,ZCTA5 79901,21264
8600000US79902,ZCTA5 79902,61508
8600000US79903,ZCTA5 79903,41339
8600000US79904,ZCTA5 79904,46628
8600000US79905,ZCTA5 79905,32489
8600000US79906,ZCTA5 79906,60906
8600000US79907,ZCTA5 79907,40896
8600000US79908,ZCTA5 79908,74604
8600000US79911,ZCTA5 79911,121816
8600000US79912,ZCTA5 79912,84354
8600000US79915,ZCTA5 79915,41732
8600000US79916,ZCTA5 79916,
8600000US79920,ZCTA5 79920,
8600000US79922,ZCTA5 79922,114628
8600000US79924,ZCTA5 79924,51140
8600000US79925,ZCTA5 79925,61843
8600000US79927,ZCTA5 79927,43448
8600000US79928,ZCTA5 79928,65519
8600000US79930,ZCTA5 79930,51978
8600000US79932,ZCTA5 79932,82659
8600000US79934,ZCTA5 79934,78797
8600000US79935,ZCTA5 79935,63058
8600000US79936,ZCTA5 79936,68815
8600000US79938,ZCTA5 79938,68034
8600000US79942,ZCTA5 79942,
8600000US80002,ZCTA5 80002,73147
8600000US80003,ZCTA5 80003,81476
8600000US80004,ZCTA5 80004,93520
8600000US80005,ZCTA5 80005,118789
8600000US80007,ZCTA5 80007,164034
8600000US80010,ZCTA5 80010,52899
8600000US80011,ZCTA5 80011,59313
8600000US80012,ZCTA5 80012,64343
8600000US80013,ZCTA5 80013,90462
8600000US80014,ZCTA5 80014,69761
8600000US80015,ZCTA5 80015,112776
8600000US80016,ZCTA5 80016,141539
8600000US80017,ZCTA5 80017,73388
8600000US80018,ZCTA5 80018,109003
8600000US80019,ZCTA5 80019,88905
8600000US80020,ZCTA5 80020,108237
8600000US80021,ZCTA5 80021,92190
8600000US80022,ZCTA5 80022,77028
8600000US80023,ZCTA5 80023,154234
8600000US80024,ZCTA5 80024,48889
8600000US80025,ZCTA5 80025,153300
8600000US80026,ZCTA5 80026,108644
8600000US80027,ZCTA5 80027,131780
8600000US80030,ZCTA5 80030,63774
8600000US80031,ZCTA5 80031,98708
8600000US80033,ZCTA5 80033,74888
8600000US80045,ZCTA5 80045,63653
8600000US80101,ZCTA5 80101,80268
8600000US80102,ZCTA5 80102,97495
8600000US80103,ZCTA5 80103,95257
8600000US80104,ZCTA5 80104,115302
8600000US80105,ZCTA5 80105,70662
8600000US80106,ZCTA5 80106,111446
8600000US80107,ZCTA5 80107,125167
8600000US80108,ZCTA5 80108,185358
8600000US80109,ZCTA5 80109,142644
8600000US80110,ZCTA5 80110,70497
8600000US80111,ZCTA5 80111,165457
8600000US80112,ZCTA5 80112,120432
8600000US80113,ZCTA5 80113,131040
8600000US80116,ZCTA5 80116,140565
8600000US80117,ZCTA5 80117,106005
8600000US80118,ZCTA5 80118,150965
8600000US80120,ZCTA5 80120,96632
8600000US80121,ZCTA5 80121,161667
8600000US80122,ZCTA5 80122,120454
8600000US80123,ZCTA5 80123,105059
8600000US80124,ZCTA5 80124,148492
8600000US80125,ZCTA5 80125,153954
8600000US80126,ZCTA5 80126,150573
8600000US80127,ZCTA5 80127,134254
8600000US80128,ZCTA5 80128,108317
8600000US80129,ZCTA5 80129,132781
8600000US80130,ZCTA5 80130,148415
8600000US80131,ZCTA5 80131,68860
8600000US80132,ZCTA5 80132,143950
8600000US80133,ZCTA5 80133,70087
8600000US80134,ZCTA5 80134,134083
8600000US80135,ZCTA5 80135,145290
8600000US80136,ZCTA5 80136,96570
8600000US80137,ZCTA5 80137,134445
8600000US80138,ZCTA5 80138,134248
8600000US80202,ZCTA5 80202,122727
8600000US80203,ZCTA5 80203,70215
8600000US80204,ZCTA5 80204,66219
8600000US80205,ZCTA5 80205,88847
8600000US80206,ZCTA5 80206,123434
8600000US80207,ZCTA5 80207,104326
8600000US80209,ZCTA5 80209,130699
8600000US80210,ZCTA5 80210,137464
8600000US80211,ZCTA5 80211,105468
8600000US80212,ZCTA5 80212,102644
8600000US80214,ZCTA5 80214,62339
8600000US80215,ZCTA5 80215,92313
8600000US80216,ZCTA5 80216,67768
8600000US80218,ZCTA5 80218,96150
8600000US80219,ZCTA5 80219,57159
8600000US80220,ZCTA5 80220,124158
8600000US80221,ZCTA5 80221,70067
8600000US80222,ZCTA5 80222,87438
8600000US80223,ZCTA5 80223,68960
8600000US80224,ZCTA5 80224,87955
8600000US80226,ZCTA5 80226,77338
8600000US80227,ZCTA5 80227,84816
8600000US80228,ZCTA5 80228,99943
8600000US80229,ZCTA5 80229,66782
8600000US80230,ZCTA5 80230,139124
8600000US80231,ZCTA5 80231,81611
8600000US80232,ZCTA5 80232,82163
8600000US80233,ZCTA5 80233,83088
8600000US80234,ZCTA5 80234,93188
8600000US80235,ZCTA5 80235,80269
8600000US80236,ZCTA5 80236,76230
8600000US80237,ZCTA5 80237,95281
8600000US80238,ZCTA5 80238,157308
8600000US80239,ZCTA5 80239,70593
8600000US80241,ZCTA5 80241,101989
8600000US80246,ZCTA5 80246,72536
8600000US80247,ZCTA5 80247,59532
8600000US80249,ZCTA5 80249,81661
8600000US80260,ZCTA5 80260,64033
8600000US80264,ZCTA5 80264,
8600000US80290,ZCTA5 80290,
8600000US80293,ZCTA5 80293,
8600000US80294,ZCTA5 80294,
8600000US80301,ZCTA5 80301,116291
8600000US80302,ZCTA5 80302,91294
8600000US80303,ZCTA5 80303,93658
8600000US80304,ZCTA5 80304,132023
8600000US80305,ZCTA5 80305,123432
8600000US80310,ZCTA5 80310,14418
8600000US80401,ZCTA5 80401,117547
8600000US80403,ZCTA5 80403,136830
8600000US80419,ZCTA5 80419,
8600000US80420,ZCTA5 80420,61310
8600000US80421,ZCTA5 80421,80346
8600000US80422,ZCTA5 80422,108875
8600000US80423,ZCTA5 80423,81846
8600000US80424,ZCTA5 80424,100091
8600000US80425,ZCTA5 80425,193655
8600000US80426,ZCTA5 80426,36690
8600000US80427,ZCTA5 80427,60744
8600000US80428,ZCTA5 80428,96593
8600000US80432,ZCTA5 80432,64019
8600000US80433,ZCTA5 80433,128093
8600000US80434,ZCTA5 80434,31557
8600000US80435,ZCTA5 80435,111945
8600000US80436,ZCTA5 80436,58640
8600000US80438,ZCTA5 80438,52379
8600000US80439,ZCTA5 80439,138030
8600000US80440,ZCTA5 80440,95501
8600000US80442,ZCTA5 80442,58652
8600000US80443,ZCTA5 80443,70971
8600000US80444,ZCTA5 80444,86266
8600000US80446,ZCTA5 80446,85437
8600000US80447,ZCTA5 80447,97865
8600000US80448,ZCTA5 80448,
8600000US80449,ZCTA5 80449,69977
8600000US80451,ZCTA5 80451,85544
8600000US80452,ZCTA5 80452,68501
8600000US80453,ZCTA5 80453,90771
8600000US80454,ZCTA5 80454,115419
8600000US80455,ZCTA5 80455,72979
8600000US80456,ZCTA5 80456,92004
8600000US80457,ZCTA5 80457,84955
8600000US80459,ZCTA5 80459,65043
8600000US80461,ZCTA5 80461,61631
8600000US80463,ZCTA5 80463,65687
8600000US80465,ZCTA5 80465,139908
8600000US80466,ZCTA5 80466,87956
8600000US80467,ZCTA5 80467,68232
8600000US80468,ZCTA5 80468,95051
8600000US80469,ZCTA5 80469,64887
8600000US80470,ZCTA5 80470,109146
8600000US80471,ZCTA5 80471,
8600000US80473,ZCTA5 80473,
8600000US80475,ZCTA5 80475,
8600000US80476,ZCTA5 80476,82024
8600000US80477,ZCTA5 80477,128140
8600000US80478,ZCTA5 80478,64479
8600000US80479,ZCTA5 80479,
8600000US80480,ZCTA5 80480,58036
8600000US80481,ZCTA5 80481,99077
8600000US80482,ZCTA5 80482,91018
8600000US80483,ZCTA5 80483,73142
8600000US80487,ZCTA5 80487,107667
8600000US80488,ZCTA5 80488,89520
8600000US80497,ZCTA5 80497,75627
8600000US80498,ZCTA5 80498,94078
8600000US80501,ZCTA5 80501,70464
8600000US80503,ZCTA5 80503,125502
8600000US80504,ZCTA5 80504,108395
8600000US80510,ZCTA5 80510,134891
8600000US80511,ZCTA5 80511,
8600000US80512,ZCTA5 80512,84674
8600000US80513,ZCTA5 80513,106340
8600000US80514,ZCTA5 80514,72908
8600000US80515,ZCTA5 80515,78351
8600000US80516,ZCTA5 80516,133635
8600000US80517,ZCTA5 80517,83269
8600000US80520,ZCTA5 80520,72993
8600000US80521,ZCTA5 80521,66873
8600000US80524,ZCTA5 80524,83752
8600000US80525,ZCTA5 80525,90820
8600000US80526,ZCTA5 80526,82991
8600000US80528,ZCTA5 80528,128219
8600000US80530,ZCTA5 80530,87655
8600000US80532,ZCTA5 80532,70178
8600000US80534,ZCTA5 80534,109474
8600000US80535,ZCTA5 80535,79719
8600000US80536,ZCTA5 80536,97896
8600000US80537,ZCTA5 80537,86812
8600000US80538,ZCTA5 80538,84051
8600000US80540,ZCTA5 80540,111246
8600000US80542,ZCTA5 80542,117090
8600000US80543,ZCTA5 80543,83265
8600000US80544,ZCTA5 80544,
8600000US80545,ZCTA5 80545,88048
8600000US80546,ZCTA5 80546,96834
8600000US80547,ZCTA5 80547,121132
8600000US80549,ZCTA5 80549,99602
8600000US80550,ZCTA5 80550,112431
8600000US80601,ZCTA5 80601,88260
8600000US80602,ZCTA5 80602,130503
8600000US80603,ZCTA5 80603,99624
8600000US80610,ZCTA5 80610,72306
8600000US80611,ZCTA5 80611,126859
8600000US80612,ZCTA5 80612,75531
8600000US80615,ZCTA5 80615,84726
8600000US80620,ZCTA5 80620,67790
8600000US80621,ZCTA5 80621,84537
8600000US80622,ZCTA5 80622,60654
8600000US80623,ZCTA5 80623,63783
8600000US80624,ZCTA5 80624,79956
8600000US80631,ZCTA5 80631,56487
8600000US80634,ZCTA5 80634,83749
8600000US80640,ZCTA5 80640,92984
8600000US80642,ZCTA5 80642,89767
8600000US80643,ZCTA5 80643,106972
8600000US80644,ZCTA5 80644,97651
8600000US80645,ZCTA5 80645,82141
8600000US80648,ZCTA5 80648,86494
8600000US80649,ZCTA5 80649,69075
8600000US80650,ZCTA5 80650,76642
8600000US80651,ZCTA5 80651,88755
8600000US80652,ZCTA5 80652,40755
8600000US80653,ZCTA5 80653,67712
8600000US80654,ZCTA5 80654,68676
8600000US80701,ZCTA5 80701,65117
8600000US80705,ZCTA5 80705,49256
8600000US80720,ZCTA5 80720,59108
8600000US80721,ZCTA5 80721,86207
8600000US80722,ZCTA5 80722,53724
8600000US80723,ZCTA5 80723,58651
8600000US80726,ZCTA5 80726,68385
8600000US80727,ZCTA5 80727,54844
8600000US80728,ZCTA5 80728,64060
8600000US80729,ZCTA5 80729,68795
8600000US80731,ZCTA5 80731,54196
8600000US80733,ZCTA5 80733,74577
8600000US80734,ZCTA5 80734,78590
8600000US80735,ZCTA5 80735,90744
8600000US80736,ZCTA5 80736,60507
8600000US80737,ZCTA5 80737,57717
8600000US80740,ZCTA5 80740,66831
8600000US80741,ZCTA5 80741,75782
8600000US80742,ZCTA5 80742,59071
8600000US80743,ZCTA5 80743,66880
8600000US80744,ZCTA5 80744,46355
8600000US80745,ZCTA5 80745,57975
8600000US80746,ZCTA5 80746,72741
8600000US80747,ZCTA5 80747,72492
8600000US80749,ZCTA5 80749,59102
8600000US80750,ZCTA5 80750,55631
8600000US80751,ZCTA5 80751,61039
8600000US80754,ZCTA5 80754,87990
8600000US80755,ZCTA5 80755,61529
8600000US80757,ZCTA5 80757,49393
8600000US80758,ZCTA5 80758,70709
8600000US80759,ZCTA5 80759,58845
8600000US80801,ZCTA5 80801,69446
8600000US80802,ZCTA5 80802,82234
8600000US80804,ZCTA5 80804,48196
8600000US80805,ZCTA5 80805,52758
8600000US80807,ZCTA5 80807,77645
8600000US80808,ZCTA5 80808,77992
8600000US80809,ZCTA5 80809,92836
8600000US80810,ZCTA5 80810,62390
8600000US80812,ZCTA5 80812,98924
8600000US80813,ZCTA5 80813,47917
8600000US80814,ZCTA5 80814,75475
8600000US80815,ZCTA5 80815,66411
8600000US80816,ZCTA5 80816,69831
8600000US80817,ZCTA5 80817,74311
8600000US80818,ZCTA5 80818,86476
8600000US80819,ZCTA5 80819,55216
8600000US80820,ZCTA5 80820,132922
8600000US80821,ZCTA5 80821,60712
8600000US80822,ZCTA5 80822,70722
8600000US80823,ZCTA5 80823,51454
8600000US80824,ZCTA5 80824,63712
8600000US80825,ZCTA5 80825,67313
8600000US80827,ZCTA5 80827,71525
8600000US80828,ZCTA5 80828,68070
8600000US80829,ZCTA5 80829,101816
8600000US80830,ZCTA5 80830,62899
8600000US80831,ZCTA5 80831,98798
8600000US80832,ZCTA5 80832,63631
8600000US80833,ZCTA5 80833,60640
8600000US80834,ZCTA5 80834,46334
8600000US80835,ZCTA5 80835,75516
8600000US80836,ZCTA5 80836,59734
8600000US80840,ZCTA5 80840,76625
8600000US80860,ZCTA5 80860,62774
8600000US80861,ZCTA5 80861,75611
8600000US80862,ZCTA5 80862,74124
8600000US80863,ZCTA5 80863,92857
8600000US80864,ZCTA5 80864,70208
8600000US80902,ZCTA5 80902,51345
8600000US80903,ZCTA5 80903,60158
8600000US80904,ZCTA5 80904,71999
8600000US80905,ZCTA5 80905,61730
8600000US80906,ZCTA5 80906,104929
8600000US80907,ZCTA5 80907,69122
8600000US80908,ZCTA5 80908,132283
8600000US80909,ZCTA5 80909,55931
8600000US80910,ZCTA5 80910,52400
8600000US80911,ZCTA5 80911,74744
8600000US80913,ZCTA5 80913,
8600000US80914,ZCTA5 80914,160118
8600000US80915,ZCTA5 80915,69071
8600000US80916,ZCTA5 80916,55331
8600000US80917,ZCTA5 80917,66643
8600000US80918,ZCTA5 80918,82361
8600000US80919,ZCTA5 80919,110759
8600000US80920,ZCTA5 80920,111657
8600000US80921,ZCTA5 80921,137174
8600000US80922,ZCTA5 80922,93065
8600000US80923,ZCTA5 80923,95378
8600000US80924,ZCTA5 80924,137173
8600000US80925,ZCTA5 80925,89398
8600000US80926,ZCTA5 80926,85592
8600000US80927,ZCTA5 80927,120639
8600000US80928,ZCTA5 80928,68764
8600000US80929,ZCTA5 80929,50618
8600000US80930,ZCTA5 80930,64831
8600000US80938,ZCTA5 80938,
8600000US80939,ZCTA5 80939,
8600000US80951,ZCTA5 80951,103963
8600000US81001,ZCTA5 81001,51544
8600000US81003,ZCTA5 81003,43641
8600000US81004,ZCTA5 81004,47460
8600000US81005,ZCTA5 81005,63828
8600000US81006,ZCTA5 81006,69605
8600000US81007,ZCTA5 81007,78129
8600000US81008,ZCTA5 81008,73596
8600000US81019,ZCTA5 81019,65620
8600000US81020,ZCTA5 81020,67761
8600000US81021,ZCTA5 81021,73656
8600000US81022,ZCTA5 81022,63617
8600000US81023,ZCTA5 81023,75281
8600000US81024,ZCTA5 81024,45905
8600000US81025,ZCTA5 81025,50098
8600000US81027,ZCTA5 81027,51574
8600000US81029,ZCTA5 81029,48972
8600000US81030,ZCTA5 81030,82580
8600000US81033,ZCTA5 81033,32937
8600000US81036,ZCTA5 81036,54466
8600000US81038,ZCTA5 81038,
8600000US81039,ZCTA5 81039,48988
8600000US81040,ZCTA5 81040,35706
8600000US81041,ZCTA5 81041,64709
8600000US81043,ZCTA5 81043,33584
8600000US81044,ZCTA5 81044,43416
8600000US81045,ZCTA5 81045,50103
8600000US81047,ZCTA5 81047,54817
8600000US81049,ZCTA5 81049,67601
8600000US81050,ZCTA5 81050,44291
8600000US81052,ZCTA5 81052,51050
8600000US81054,ZCTA5 81054,45091
8600000US81055,ZCTA5 81055,61147
8600000US81057,ZCTA5 81057,66600
8600000US81058,ZCTA5 81058,45728
8600000US81059,ZCTA5 81059,69004
8600000US81062,ZCTA5 81062,52673
8600000US81063,ZCTA5 81063,48359
8600000US81064,ZCTA5 81064,54891
8600000US81067,ZCTA5 81067,48878
8600000US81069,ZCTA5 81069,79755
8600000US81071,ZCTA5 81071,66497
8600000US81073,ZCTA5 81073,50790
8600000US81076,ZCTA5 81076,51950
8600000US81077,ZCTA5 81077,51611
8600000US81081,ZCTA5 81081,66860
8600000US81082,ZCTA5 81082,53576
8600000US81084,ZCTA5 81084,40394
8600000US81087,ZCTA5 81087,53968
8600000US81089,ZCTA5 81089,45279
8600000US81090,ZCTA5 81090,53387
8600000US81091,ZCTA5 81091,75622
8600000US81092,ZCTA5 81092,56837
8600000US81101,ZCTA5 81101,53337
8600000US81120,ZCTA5 81120,38358
8600000US81121,ZCTA5 81121,56642
8600000US81122,ZCTA5 81122,84600
8600000US81123,ZCTA5 81123,54902
8600000US81124,ZCTA5 81124,17279
8600000US81125,ZCTA5 81125,60477
8600000US81126,ZCTA5 81126,37649
8600000US81128,ZCTA5 81128,97064
8600000US81129,ZCTA5 81129,21259
8600000US81130,ZCTA5 81130,74429
8600000US81131,ZCTA5 81131,41067
8600000US81132,ZCTA5 81132,57007
8600000US81133,ZCTA5 81133,51575
8600000US81136,ZCTA5 81136,44312
8600000US81137,ZCTA5 81137,64422
8600000US81138,ZCTA5 81138,21855
8600000US81140,ZCTA5 81140,62843
8600000US81141,ZCTA5 81141,51088
8600000US81143,ZCTA5 81143,48293
8600000US81144,ZCTA5 81144,55152
8600000US81146,ZCTA5 81146,61292
8600000US81147,ZCTA5 81147,69526
8600000US81148,ZCTA5 81148,37983
