ZTCA,Median_Household_Income,Mean_Household_Income
72360,23692,43000
72364,64516,76084
72365,24947,35735
72366,32932,47842
72367,-,N
72368,46910,58947
72370,31190,48964
72372,39643,56467
72373,23601,33570
72374,-,54745
72376,45913,78520
72377,-,N
72379,-,N
72383,-,N
72384,25278,32704
72386,51276,65033
72389,43929,65748
72390,25188,33943
72392,36917,63927
72394,32550,36570
72395,61429,65830
72396,49677,67902
72401,42218,60409
72404,61592,90223
72410,33594,47208
72411,40121,52599
72412,-,55135
72413,39464,87858
72414,-,65717
72415,42500,71810
72416,53080,62203
72417,46476,63798
72419,43625,66836
72421,25909,33474
72422,37550,47277
72424,-,32303
72425,38750,44965
72426,51429,65195
72427,20000,25754
72428,60000,63860
72429,47500,66156
72430,31210,34119
72431,31786,49167
72432,44231,52197
72433,34345,49071
72434,33750,45129
72435,42344,57118
72436,51983,53046
72437,47222,58245
72438,35136,57971
72440,65750,66702
72441,"2,500-",10663
72442,53011,75751
72443,46382,54234
72444,35302,46463
72445,50833,48880
72447,41324,59539
72449,33750,41626
72450,46553,60939
72453,40250,45312
72454,37263,52199
72455,39352,57074
72456,35417,44417
72457,42000,48868
72458,62833,65954
72459,32456,46805
72460,21977,42929
72461,40727,57115
72462,27697,38345
72464,28750,32064
72466,32019,49180
72467,-,-
72469,40000,48729
72470,39750,44043
72471,40500,65138
72472,41300,49452
72473,41179,50424
72476,39261,52140
72478,-,41694
72479,49464,54643
72482,28958,39448
72501,44666,60844
72512,31899,41864
72513,33777,45792
72515,-,-
72517,-,51149
72519,41563,49046
72520,-,16068
72521,40587,63566
72522,47833,55267
72523,30156,43897
72524,-,43470
72526,-,49606
72527,93750,186899
72528,-,-
72529,38081,49055
72530,37112,52128
72531,39385,56047
72532,35363,37825
72533,34773,40034
72534,65357,71980
72536,40278,49599
72537,53938,60154
72538,32869,41981
72539,-,48656
72540,44167,61594
72542,36653,45394
72543,47578,62131
72544,26327,38774
72546,34408,50267
72550,-,53565
72553,-,43035
72554,37708,51572
72555,48021,60964
72556,45573,49981
72560,38044,49557
72561,55000,62483
72562,36786,64986
72564,31167,56786
72565,45625,55881
72566,23393,46274
72567,24464,55104
72568,39643,44360
72569,71563,60631
72571,44815,59462
72572,43750,48880
72573,81607,73400
72576,30683,38974
72577,58125,65235
72578,-,91924
72579,44063,54506
72581,34773,50922
72583,34458,49298
72584,53315,55333
72585,-,149909
72587,76071,72600
72601,45874,61920
72611,49044,86766
72616,49245,71753
72617,38365,36836
72619,40313,48330
72623,50563,68853
72624,47008,58578
72626,38750,49949
72628,49063,61593
72629,27778,42688
72630,36771,40656
72631,43225,54658
72632,43402,56446
72633,45956,62218
72634,40288,52338
72635,40142,52351
72636,-,41067
72638,44628,52847
72639,45833,50456
72640,34091,44636
72641,31033,43621
72642,47218,61620
72644,34485,44063
72645,32297,46104
72648,70179,71780
72650,34931,46159
72651,56205,51022
72653,42492,61998
72655,37656,43411
72658,37500,45665
72660,-,61038
72661,32802,37920
72662,45748,58529
72663,-,79578
72666,11613,12809
72668,60568,59179
72669,-,44400
72670,-,N
72672,19000,27568
72675,38056,46218
72677,28250,36011
72679,-,N
72680,55581,66025
72682,-,36942
72683,47083,45837
72685,36033,40711
72686,43625,47878
72687,34149,47106
72701,38031,62710
72703,47670,78822
72704,61829,81959
72712,83601,116587
72714,68689,85611
72715,64901,84768
72717,54094,59384
72718,132230,154649
72719,73052,83297
72721,57885,75498
72722,50852,65764
72727,58902,62925
72729,25125,37723
72730,55874,75231
72732,64671,83339
72734,59500,73449
72736,55475,81863
72738,62000,77621
72739,58320,64829
72740,45299,68298
72742,42629,39430
72744,43892,59618
72745,67318,81319
72747,46932,44974
72749,-,N
72751,58520,65912
72752,-,22568
72753,65444,72047
72756,52379,75425
72758,73405,112787
72760,53750,56209
72761,51039,66555
72762,60662,87571
72764,46865,64694
72768,48750,61912
72769,51154,63052
72773,52096,65889
72774,56667,68049
72776,33721,41428
72801,33761,47512
72802,54135,73643
72821,39047,44013
72823,42314,55014
72824,49063,59420
72826,59000,65294
72827,-,36004
72828,-,N
72830,38985,54213
72832,37202,42520
72833,43997,58141
72834,45500,61797
72835,33388,40804
72837,42486,62220
72838,-,42827
72839,54457,60187
72840,31010,40343
72841,24042,27260
72842,41923,68894
72843,44778,72881
72845,49167,63462
72846,40615,56191
72847,40850,57525
72851,53750,54763
72852,-,49045
72853,38913,53795
72854,27619,33136
72855,39114,52197
72856,47727,52393
72857,55000,57374
72858,44667,61347
72860,43276,43994
72863,48125,61805
72865,49350,50789
72901,36528,50867
72903,46706,69056
72904,32311,40931
72908,51941,82102
72916,72561,85584
72921,50995,62998
72923,47755,67884
72926,26622,34080
72927,39636,51428
72928,50441,61614
72930,-,60169
72932,38264,56402
72933,53163,72446
72934,25847,34569
72935,31563,46841
72936,59674,68700
72937,45000,68932
72938,52587,56081
72940,64180,78720
72941,53152,62027
72943,42432,52852
72944,50208,52247
72945,34688,45189
72946,49190,55085
72947,41849,50384
72948,22679,33554
72949,32875,45381
72950,62083,96023
72951,36207,48724
72952,47589,57534
72955,36422,47900
72956,47229,65858
72958,34340,43049
72959,37295,62867
90001,43360,54325
90002,37285,49724
90003,40598,51181
90004,49675,84325
90005,38491,54841
90006,37072,50157
90007,27406,52447
90008,43364,69070
90010,63112,82447
90011,40940,52535
90012,47027,74907
90013,22316,65566
90014,40641,67825
90015,43890,80234
90016,48715,66037
90017,35605,63540
90018,45984,67108
90019,56389,85483
90020,49068,76983
90021,21635,57715
90022,46051,59342
90023,42972,54607
90024,65855,135393
90025,87280,117163
90026,65269,91250
90027,66947,103501
90028,45499,67298
90029,41998,60177
90031,48479,70691
90032,57225,74960
90033,38266,50344
90034,75714,98799
90035,89337,136176
90036,80539,119531
90037,35424,49627
90038,47116,63529
90039,90538,124940
90040,47120,63795
90041,85971,115593
90042,64267,87211
90043,54729,77169
90044,35981,51524
90045,104578,140825
90046,72266,114923
90047,52605,66946
90048,100586,148754
90049,129688,226246
90056,92656,125019
90057,37700,48449
90058,21964,37195
90059,44838,56541
90061,42500,57231
90062,49443,67726
90063,48559,63963
90064,102117,163066
90065,67479,98376
90066,83899,117608
90067,118393,217532
90068,88535,157859
90069,93380,145432
90071,61875,76692
90073,-,-
90077,209531,330006
90079,-,-
90089,-,N
90090,-,-
90094,155417,210426
90095,-,-
90201,44046,53867
90210,147270,285632
90211,86437,162837
90212,95080,159462
90220,57074,66755
90221,51377,62433
90222,49894,61055
90230,85524,117862
90232,90467,127786
90240,86383,111587
90241,72715,87522
90242,71233,85792
90245,109577,142202
90247,55561,71599
90248,61448,85237
90249,60669,79065
90250,56304,75465
90254,136702,206475
90255,44962,58611
90260,65340,79633
90262,52313,66975
90263,-,-
90265,152378,263656
90266,153023,251717
90270,44124,58118
90272,192500,325745
90274,169919,256513
90275,138293,181323
90277,106185,146954
90278,116783,151310
90280,52321,65785
90290,129772,170907
90291,99652,156736
90292,114726,156006
90293,105865,148294
90301,47464,62868
90302,51850,66681
90303,55897,72008
90304,49120,62376
90305,80165,96471
90401,82681,115568
90402,154583,315026
90403,107420,149023
90404,78542,115409
90405,95674,136893
90501,71712,90910
90502,73826,98010
90503,93063,117167
90504,90210,109503
90505,99764,126777
90506,-,-
90601,76732,92842
90602,55216,76053
90603,103535,114683
90604,74944,88568
90605,78297,96664
90606,74986,87102
90620,91512,108143
90621,67650,83953
90623,107480,127482
90630,93183,114859
90631,83629,105671
90638,95723,108813
90640,56009,73941
90650,70667,83461
90660,67636,80793
90670,71343,85445
90680,59220,77241
90701,67765,83874
90703,105832,124258
90704,73287,88731
90706,60011,76903
90710,63907,84138
90712,96634,108424
90713,102970,114497
90715,76105,90506
90716,50149,57952
90717,71388,93904
90720,106332,136620
90723,55670,64698
90731,53456,79645
90732,104567,120512
90740,68947,109432
90742,82614,135067
90743,116500,115585
90744,50875,65582
90745,80176,97137
90746,89364,106260
90747,-,-
90755,75426,95685
90802,54616,72678
90803,90278,124551
90804,52948,70607
90805,50914,64669
90806,54437,68969
90807,78948,105802
90808,110625,134422
90810,60227,76205
90813,38449,51358
90814,73391,94715
90815,94559,119858
90822,-,-
90831,-,-
91001,101061,141230
91006,103224,136982
91007,83964,113517
91008,96500,167073
91010,74738,96679
91011,175652,254728
91016,77622,99260
91020,67742,80793
91024,100988,140463
91030,104432,156657
91040,86594,105143
91042,64532,82384
91046,-,47632
91101,70075,88213
91103,71231,117660
91104,77919,109067
91105,131158,175410
91106,82211,116786
91107,102850,138128
91108,165765,230810
91201,60101,92158
91202,75703,101777
91203,61071,81107
91204,49122,69009
91205,44835,66305
91206,70141,95022
91207,85956,138383
91208,108374,150009
91210,135741,168220
91214,104981,127997
91301,124012,181113
91302,133996,224281
91303,61250,77582
91304,70505,96794
91306,69917,86522
91307,120474,150111
91311,91897,116153
91316,76978,114634
91320,118986,150243
91321,73187,96284
91324,80260,102937
91325,71400,99168
91326,117590,146708
91330,-,-
91331,63807,79356
91335,63748,83683
91340,57398,74010
91342,74050,87775
91343,66661,88520
91344,96162,118496
91345,77273,89107
91350,117707,129627
91351,81758,98320
91352,57145,75344
91354,128308,151516
91355,95696,114928
91356,76929,130602
91360,100246,124232
91361,119303,189511
91362,117566,163157
91364,106225,148145
91367,96085,128000
91371,-,-
91377,132578,164811
91381,135357,165908
91384,112122,126841
91387,98371,117766
91390,120617,140359
91401,53882,82206
91402,45796,61057
91403,104802,152702
91405,47037,65549
91406,59472,78692
91411,58605,80619
91423,90931,143054
91436,174085,244065
91501,67817,94589
91502,47148,61473
91504,83994,120326
91505,87138,112348
91506,81597,107471
91601,53911,75916
91602,84008,112285
91604,111341,171012
91605,50623,69678
91606,50155,68314
91607,71691,95171
91608,-,N
91701,100923,115323
91702,68852,83541
91706,65755,77187
91708,85545,88516
91709,106347,123380
91710,81892,98145
91711,101270,131072
91722,80089,89195
91723,64422,81418
91724,82976,103268
91730,72995,84439
91731,42293,56416
91732,51268,67194
91733,50691,63393
91737,106603,125416
91739,112790,140150
91740,85590,102709
91741,110430,141379
91744,71243,83006
91745,85975,108564
91746,70825,81946
91748,74438,93315
91750,89360,114896
91752,85296,103450
91754,63909,87367
91755,58411,83612
91759,71042,81754
91761,74072,83817
91762,60293,75454
91763,62386,73967
91764,61501,72758
91765,100480,121124
91766,59819,77007
91767,62153,76865
91768,56002,71836
91770,59776,74820
91773,86201,104790
91775,86415,113622
91776,58658,76063
91780,75672,94944
91784,130421,155319
91786,61898,74702
91789,101841,125549
91790,82128,98317
91791,84530,102623
91792,82954,93202
91801,60519,85655
91803,63264,85770
91901,88395,116270
91902,102617,122864
91905,33463,46554
91906,50387,69430
91910,65847,85161
91911,61748,75194
91913,103127,128633
91914,131563,142541
91915,115435,127744
91916,96429,114464
91917,73214,88761
91931,-,54685
91932,53690,67808
91934,36172,47238
91935,103155,122803
91941,88225,110447
91942,64090,79657
91945,64027,73103
91948,-,N
91950,46708,63557
91962,109506,116818
91963,-,69605
91977,66147,83302
91978,76660,91486
91980,-,-
92003,80844,109446
92004,49744,67805
92007,111901,152183
92008,84671,119460
92009,138078,179020
92010,102004,118767
92011,116382,158926
92014,155531,229457
92019,86741,110384
92020,59151,81094
92021,58414,77609
92024,116616,166542
92025,58273,83601
92026,75868,93755
92027,65989,85284
92028,74708,99202
92029,95273,126747
92036,56284,70614
92037,109194,191008
92040,79803,95838
92054,63404,85789
92055,49441,68409
92056,81583,98478
92057,75687,96228
92058,52591,68302
92059,96806,132934
92060,81225,70685
92061,44423,77971
92064,108030,138120
92065,98366,117821
92066,60938,69319
92067,174107,250979
92069,71488,94948
92070,55417,84816
92071,87334,100321
92075,106934,151720
92078,85335,112929
92081,82989,98388
92082,95889,113499
92083,67693,78693
92084,73645,98395
92086,41083,75867
92091,155789,195055
92101,71925,103467
92102,51744,67709
92103,78720,111680
92104,67668,86445
92105,43282,56959
92106,103840,153416
92107,85299,110959
92108,75296,92207
92109,80467,105397
92110,73651,98005
92111,74217,91404
92113,40310,52941
92114,66015,80744
92115,51636,73784
92116,74559,98095
92117,86243,104505
92118,108967,157746
92119,92500,114221
92120,97747,124451
92121,107786,136397
92122,79816,101188
92123,81899,102995
92124,93147,115106
92126,96915,112829
92127,138338,177659
92128,103238,123553
92129,125250,148479
92130,155452,199084
92131,137500,168690
92132,-,-
92134,-,-
92135,-,-
92139,69541,82706
92140,-,-
92145,202266,235792
92147,-,-
92154,66498,79498
92155,-,-
92173,46549,58396
92201,45848,62150
92203,71711,89131
92210,103750,203219
92211,63936,102559
92220,42963,60862
92222,-,-
92223,80148,92396
92225,44647,62439
92227,43061,61068
92230,49286,57072
92231,43504,62338
92233,37009,44488
92234,46521,70630
92236,34436,47126
92239,32396,53031
92240,37060,50186
92241,30933,44427
92242,33276,44599
92243,48290,67739
92249,47021,55822
92250,51250,62653
92251,83566,92335
92252,38333,54890
92253,79027,121816
92254,24194,31654
92256,53500,65688
92257,20976,31288
92258,10938,19752
92259,-,41917
92260,56898,89573
92262,52092,86724
92264,53778,88733
92266,19438,30403
92267,-,N
92268,42401,58134
92270,78682,128711
92273,29595,38040
92274,28660,37486
92275,30660,43778
92276,52333,63024
92277,43080,54265
92278,51818,71024
92280,-,-
92281,33214,49087
92282,38396,52318
92283,22100,38596
92284,42360,63783
92285,31810,36945
92301,44574,57223
92304,-,N
92305,70250,85786
92307,60732,82610
92308,52330,69348
92309,36528,50809
92310,54787,60449
92311,43395,57229
92313,71971,86474
92314,53932,67299
92315,51155,77444
92316,57772,68334
92320,56051,71888
92321,47222,60580
92322,-,60975
92324,54435,66926
92325,64667,76377
92327,31058,36897
92328,43750,57194
92332,-,N
92333,74779,81519
92335,53099,62329
92336,92569,107823
92337,83081,93095
92338,-,-
92339,73438,78886
92341,-,44267
92342,69882,78114
92344,83095,100765
92345,51118,62421
92346,66560,89558
92347,38438,33743
92352,82398,105017
92354,57855,77409
92356,31008,43587
92358,32500,48992
92359,65352,80112
92363,33942,49940
92364,-,-
92365,53300,55595
92368,31000,55077
92371,57692,70596
92372,54493,83671
92373,78484,110297
92374,71245,94065
92376,56013,68366
92377,86784,96131
92378,65208,67626
92382,58750,72425
92384,144688,141938
92385,-,70552
92386,41840,58696
92389,30577,35889
92391,48233,56202
92392,62961,77734
92394,53107,67620
92395,50404,66830
92397,68640,92411
92398,56757,75487
92399,69745,88504
92401,22500,48896
92404,46770,59536
92405,42022,52398
92407,68281,82441
92408,42595,52407
92410,35358,48878
92411,41984,55542
92501,61630,75868
92503,71542,86712
92504,63581,82684
92505,70854,83366
92506,98111,121056
92507,51288,66172
92508,116976,127343
92509,68210,81285
92518,70365,69140
92530,57286,70888
92532,87636,99116
92536,59960,75056
92539,43036,54312
92543,33319,45497
92544,52744,67659
92545,46904,61255
92548,50464,61288
92549,78977,84524
92551,66370,75891
92553,51516,62132
92555,87338,99417
92557,73661,85925
92561,81667,93770
92562,92093,114669
92563,96929,112905
92567,68516,94705
92570,60789,76131
92571,64583,75170
92582,70642,78783
92583,44756,61321
92584,95242,107032
92585,73682,92969
92586,40757,54931
92587,83943,111533
92590,68125,142194
92591,88034,105530
92592,105279,128328
92595,78057,94337
92596,101903,116508
92602,100745,134758
92603,146505,212252
92604,106821,128599
92606,102991,128120
92610,129270,158738
92612,83942,116861
92614,104021,127999
92617,36824,86855
92618,107353,135579
92620,115826,142731
92624,98689,137577
92625,155372,249437
92626,88398,113862
92627,79790,105353
92629,99838,146061
92630,97554,126168
92637,44020,61849
92646,98882,121982
92647,87237,107414
92648,95857,136946
92649,100341,131623
92651,132222,215188
92653,101735,148950
92655,40529,63654
92656,111690,133947
92657,204291,310096
92660,123955,198667
92661,123558,216007
92662,117969,231488
92663,106526,176740
92672,87455,127799
92673,151007,188148
92675,94429,142957
92676,104779,130139
92677,108252,151673
92678,109750,103406
92679,175027,224861
92683,62617,89346
92688,116064,137083
92691,117517,137319
92692,117828,144437
92694,166015,205513
92701,52372,65797
92703,61584,77983
92704,69272,86316
92705,108786,150753
92706,70201,94923
92707,77505,90005
92708,92301,117720
92780,75378,97175
92782,118438,165854
92801,63046,78261
92802,60170,76316
92804,65786,83809
92805,66253,80892
92806,68973,86479
92807,113323,135147
92808,128378,150282
92821,91531,112103
92823,151071,169709
92831,70725,95826
92832,65455,84388
92833,82465,103997
92835,113345,148589
92840,72926,88166
92841,62339,81212
92843,63248,78513
92844,58463,76018
92845,106269,120007
92860,102345,119353
92861,169125,225855
92865,104103,116908
92866,74331,97384
92867,95591,129078
92868,64949,84083
92869,111835,138523
92870,94908,113231
92879,69801,86127
92880,107076,127147
92881,107886,135593
92882,80424,97751
92883,111149,128883
92886,125359,156371
92887,139872,174601
93001,68356,88438
93003,78899,100468
93004,90018,106447
93010,93534,121128
93012,102480,137249
93013,81216,132545
93015,76334,87990
93021,107363,140256
93022,84043,105853
93023,77530,110552
93030,73093,86950
93033,63204,74403
93035,92109,112795
93036,77158,93363
93040,48864,62351
93041,63387,72837
93042,-,-
93043,-,110567
93060,62789,79462
